chr1	136180	137811
chr1	348091	471337
chr1	521412	641599
chr1	664411	676118
chr1	724313	727245
chr1	755670	758845
chr1	766407	769112
chr1	774758	774923
chr1	776768	791881
chr1	869250	870860
chr1	873416	874049
chr1	911644	915192
chr1	947120	948001
chr1	963658	964567
chr1	1011187	1014828
chr1	1082523	1082740
chr1	1086816	1087023
chr1	1142707	1143140
chr1	1183197	1183861
chr1	1223188	1226049
chr1	1285179	1286900
chr1	1302377	1302882
chr1	1414244	1416792
chr1	1443562	1445764
chr1	1465910	1466230
chr1	1522873	1524670
chr1	1540929	1541970
chr1	1560744	1571392
chr1	1587065	1685076
chr1	1866296	1867172
chr1	1879773	1880090
chr1	1910346	1913930
chr1	2024489	2027497
chr1	2037655	2038273
chr1	2052960	2056112
chr1	2073715	2074039
chr1	2212059	2214175
chr1	2367782	2368009
chr1	2390212	2391302
chr1	2496334	2497984
chr1	2566001	2566723
chr1	2580556	2634182
chr1	2684254	2694110
chr1	2876447	2876895
chr1	2891194	2891328
chr1	2892793	2894919
chr1	2911488	2911934
chr1	2919030	2919366
chr1	2932975	2933125
chr1	3062995	3063479
chr1	3063482	3063603
chr1	3082050	3082399
chr1	3098345	3098555
chr1	3209857	3212147
chr1	3215212	3217688
chr1	3238066	3238529
chr1	3325299	3325742
chr1	3446133	3451956
chr1	3499731	3500631
chr1	3501677	3502157
chr1	3670536	3671607
chr1	3716940	3717153
chr1	4123544	4127968
chr1	4136677	4138968
chr1	4154969	4155665
chr1	4284550	4286005
chr1	4391580	4393728
chr1	4436052	4436357
chr1	4488121	4488222
chr1	4531111	4531246
chr1	4580843	4581049
chr1	4596029	4603368
chr1	4676496	4676644
chr1	4882137	4883038
chr1	5172333	5173571
chr1	5302111	5304560
chr1	5350909	5351276
chr1	5359278	5362135
chr1	5364058	5364212
chr1	5633687	5633986
chr1	5644645	5645443
chr1	5715843	5715956
chr1	5727692	5728179
chr1	5766983	5767216
chr1	5796227	5796823
chr1	5804041	5804503
chr1	5855951	5856172
chr1	5869339	5869682
chr1	5876592	5878094
chr1	5925251	5925705
chr1	5928846	5929509
chr1	5944484	5944713
chr1	6064749	6066800
chr1	6072124	6072956
chr1	6085712	6086182
chr1	6167295	6167477
chr1	6214971	6215433
chr1	6219835	6220646
chr1	6360583	6360699
chr1	6367698	6368264
chr1	6434462	6445895
chr1	6458635	6459610
chr1	6478027	6592004
chr1	6762324	6763729
chr1	6791742	6793120
chr1	6858541	6858971
chr1	7022667	7023529
chr1	7163490	7164357
chr1	7174709	7175914
chr1	7483022	7486286
chr1	7533943	7534783
chr1	7552938	7553255
chr1	7558570	7561170
chr1	7569214	7572326
chr1	7602524	7602758
chr1	7608481	7609151
chr1	7645753	7648432
chr1	7715031	7715386
chr1	7803172	7804451
chr1	7889474	7890454
chr1	7922900	7923112
chr1	7924933	7925672
chr1	7962922	7963486
chr1	8147355	8147708
chr1	8182405	8191375
chr1	8247754	8250065
chr1	8283370	8284817
chr1	8360238	8364039
chr1	8550245	8551722
chr1	8670914	8687174
chr1	8705664	8706618
chr1	8728614	8729481
chr1	8976891	8978092
chr1	9090087	9090675
chr1	9134122	9136941
chr1	9439899	9440552
chr1	9593577	9600139
chr1	9652506	9652933
chr1	9817082	9817546
chr1	9822240	9825839
chr1	9846471	9857371
chr1	10067121	10068790
chr1	10095935	10103825
chr1	10195644	10196153
chr1	10249579	10252126
chr1	10334363	10335382
chr1	10368969	10378885
chr1	10481596	10484645
chr1	10543552	10545994
chr1	10636607	10644073
chr1	10721980	10722586
chr1	10804025	10805348
chr1	10913510	10913622
chr1	10954261	10956128
chr1	11037098	11038109
chr1	11047365	11047568
chr1	11054561	11056071
chr1	11059703	11063290
chr1	11230264	11232333
chr1	11412771	11416694
chr1	11467157	11473415
chr1	11682713	11683369
chr1	11988638	11995642
chr1	11996689	11997138
chr1	12052986	12053417
chr1	12743146	12747960
chr1	12805271	12807019
chr1	12822363	12822743
chr1	12839976	13052998
chr1	13102998	13219912
chr1	13319912	13497497
chr1	13607201	13653136
chr1	13689718	13777459
chr1	13827927	13828226
chr1	13848160	13849028
chr1	13854189	13854379
chr1	13894059	13894905
chr1	13931411	13932098
chr1	14163039	14167016
chr1	14435960	14439233
chr1	14619220	14622441
chr1	15120011	15120719
chr1	15199303	15200071
chr1	15274920	15279573
chr1	15284663	15285374
chr1	15288307	15288577
chr1	15326512	15327631
chr1	15364966	15365766
chr1	15374793	15375510
chr1	15389969	15390567
chr1	15486933	15491463
chr1	15557811	15558556
chr1	15781950	15814714
chr1	15923945	15927366
chr1	15935090	15938226
chr1	16001498	16009817
chr1	16129581	16131430
chr1	16146191	16148782
chr1	16150337	16156992
chr1	16185828	16193059
chr1	16347136	16389174
chr1	16429701	16435186
chr1	16492408	16492917
chr1	16748649	16756842
chr1	16777016	16779533
chr1	16797146	17125658
chr1	17175658	17281243
chr1	17361000	17363337
chr1	17642026	17642920
chr1	17675885	17678930
chr1	17997722	18003855
chr1	18009606	18009864
chr1	18061682	18063084
chr1	18108501	18109751
chr1	19386608	19387372
chr1	19596584	19614527
chr1	19646722	19648947
chr1	19656617	19661193
chr1	19761259	19761789
chr1	19969466	19969611
chr1	20286436	20288670
chr1	20406347	20411107
chr1	20497188	20497789
chr1	20864031	20864746
chr1	20931625	20933893
chr1	21018053	21019463
chr1	21246358	21246520
chr1	21343960	21345038
chr1	21684971	21687314
chr1	21728785	21729157
chr1	21757179	21760264
chr1	21786353	21786802
chr1	21787333	21787999
chr1	22117421	22121963
chr1	22144490	22144783
chr1	22216020	22216245
chr1	22286018	22286638
chr1	22293816	22344104
chr1	22499757	22509304
chr1	22663049	22663480
chr1	22768650	22769492
chr1	22886487	22888331
chr1	22904315	22905934
chr1	22925845	22926612
chr1	22984907	22985711
chr1	23475240	23480097
chr1	23596103	23597377
chr1	23718589	23719359
chr1	23736125	23737885
chr1	24091453	24099936
chr1	24161806	24166325
chr1	24200145	24201481
chr1	24223615	24224201
chr1	24256544	24363092
chr1	24367368	24367790
chr1	24402802	24403489
chr1	24520317	24523704
chr1	24538077	24539158
chr1	24671379	24671726
chr1	24787796	24788122
chr1	24804144	24809692
chr1	24895659	24901144
chr1	24928794	24929081
chr1	24994511	24997171
chr1	25157719	25161753
