chr5	70220913	70221011
chr5	70234665	70234737
chr5	70237215	70237335
chr5	70238184	70238385
chr5	70238544	70238697
chr5	70240484	70240580
chr5	70241892	70242003
chr5	70247767	70247821
chr5	70248265	70248842
chr5	70220767	70221011
chr5	70234665	70234737
chr5	70237215	70237335
chr5	70238184	70238385
chr5	70238544	70238697
chr5	70240484	70240580
chr5	70241892	70242003
chr5	70248265	70248839
chr5	70220767	70221011
chr5	70234665	70234737
chr5	70237215	70237335
chr5	70238184	70238385
chr5	70238544	70238697
chr5	70241892	70242003
chr5	70247767	70247821
chr5	70248265	70248839
chr5	69423288	69423523
chr5	69424179	69424261
chr5	69438157	69438272
chr5	69493081	69493217
chr5	69515744	69515919
chr5	69517757	69517842
chr5	69521434	69521622
chr5	69434688	69435547
chr5	69438157	69438272
chr5	69492704	69492797
chr5	69493081	69493217
chr5	69515744	69515919
chr5	69517757	69517842
chr5	69521434	69521622
chr5	69554708	69554864
chr5	69556330	69556364
chr5	69585902	69586004
chr6	26087656	26087744
chr6	26091068	26091332
chr6	26091541	26091817
chr6	26092912	26093188
chr6	26093346	26093460
chr6	26094413	26098571
chr6	26087656	26087744
chr6	26091068	26091332
chr6	26091541	26091817
chr6	26092912	26093188
chr6	26093346	26093460
chr6	26094631	26095469
chr6	26087656	26087744
chr6	26091068	26091332
chr6	26091541	26091817
chr6	26092912	26093188
chr6	26093346	26093460
chr6	26094413	26094446
chr6	26094631	26098571
chr6	26087656	26087744
chr6	26091068	26091332
chr6	26092954	26093188
chr6	26093346	26093460
chr6	26094413	26098571
chr6	26087656	26087744
chr6	26091068	26091332
chr6	26092912	26093188
chr6	26093346	26093460
chr6	26094413	26098571
chr6	26087656	26087744
chr6	26091068	26091332
chr6	26091541	26091817
chr6	26092954	26093188
chr6	26093346	26093460
chr6	26094413	26098571
chr6	26087656	26087744
chr6	26091541	26091817
chr6	26092912	26093188
chr6	26093346	26093460
chr6	26094413	26098571
chr6	26087656	26087744
chr6	26091541	26091817
chr6	26092954	26093188
chr6	26093346	26093460
chr6	26094413	26098571
chr6	26087656	26087744
chr6	26091137	26091332
chr6	26091541	26091817
chr6	26092912	26093188
chr6	26093346	26093460
chr6	26094413	26098571
chr6	26087656	26087744
chr6	26092912	26093188
chr6	26093346	26093460
chr6	26094413	26098571
chr6	26087656	26087744
chr6	26093346	26093460
chr6	26094413	26098571
chr6	29855349	29855607
chr6	29855731	29856001
chr6	29856243	29856519
chr6	29857104	29857381
chr6	29857483	29857600
chr6	29858040	29858073
chr6	29858215	29858262
chr6	29858429	29858856
chr7	6010555	6013173
chr7	6017218	6017388
chr7	6018226	6018327
chr7	6022454	6022622
chr7	6026389	6027251
chr7	6029430	6029586
chr7	6031603	6031688
chr7	6035164	6035264
chr7	6036956	6037054
chr7	6038738	6038906
chr7	6042083	6042267
chr7	6043320	6043423
chr7	6043602	6043689
chr7	6045522	6045662
chr7	6048627	6048680
chr7	6010555	6013173
chr7	6017218	6017388
chr7	6018226	6018327
chr7	6022454	6022622
chr7	6026389	6027251
chr7	6029430	6029586
chr7	6031603	6031688
chr7	6035164	6035264
chr7	6036956	6037054
chr7	6038738	6038906
chr7	6042083	6042267
chr7	6043320	6043423
chr7	6043602	6043689
chr7	6045522	6045657
chr7	6048627	6048680
chr7	6010555	6013173
chr7	6017218	6017388
chr7	6018226	6018327
chr7	6022454	6022622
chr7	6026389	6027251
chr7	6029430	6029586
chr7	6031603	6031688
chr7	6035164	6035264
chr7	6036956	6037054
chr7	6038738	6038906
chr7	6042083	6042267
chr7	6043320	6043423
chr7	6043602	6043689
chr7	6048627	6048680
chr7	6010555	6013173
chr7	6017218	6017388
chr7	6018226	6018327
chr7	6022454	6022622
chr7	6026389	6027251
chr7	6029430	6029586
chr7	6031603	6031688
chr7	6035164	6035264
chr7	6036956	6037054
chr7	6038738	6038906
chr7	6042083	6042267
chr7	6043320	6043423
chr7	6043602	6043689
chr7	6045522	6045662
chr7	6048437	6048680
chr7	6010555	6013173
chr7	6017218	6017388
chr7	6018226	6018327
chr7	6022454	6022622
chr7	6026389	6027251
chr7	6031603	6031688
chr7	6035164	6035264
chr7	6036956	6037054
chr7	6038738	6038906
chr7	6042083	6042267
chr7	6043320	6043423
chr7	6043602	6043689
chr7	6045522	6045662
chr7	6048627	6048680
chr7	6010555	6013173
chr7	6017218	6017388
chr7	6018226	6018327
chr7	6022454	6022622
chr7	6026389	6027251
chr7	6029430	6029586
chr7	6031603	6031688
chr7	6035164	6035264
chr7	6036956	6037054
chr7	6038738	6038906
chr7	6042083	6042267
chr7	6043602	6043689
chr7	6045522	6045662
chr7	6048627	6048680
chr7	6010555	6013173
chr7	6017218	6017388
chr7	6018226	6018327
chr7	6022454	6022622
chr7	6026389	6027251
chr7	6029430	6029586
chr7	6031603	6031688
chr7	6035164	6035264
chr7	6036956	6037054
chr7	6038738	6038906
chr7	6042083	6042267
chr7	6043602	6043689
chr7	6048627	6048680
chr7	6010555	6013173
chr7	6017218	6017421
chr7	6018226	6018327
chr7	6022454	6022622
chr7	6026389	6027251
chr7	6029430	6029586
chr7	6031603	6031688
chr7	6035164	6035264
chr7	6036956	6037054
chr7	6038738	6038906
chr7	6042083	6042267
chr7	6043320	6043423
chr7	6043602	6043689
chr7	6045522	6045657
chr7	6048437	6048680
chr7	6010555	6013173
chr7	6017218	6017388
chr7	6018226	6018327
chr7	6022454	6022622
chr7	6026389	6027251
chr7	6031603	6031688
chr7	6035164	6035264
chr7	6036956	6037054
chr7	6038738	6038906
chr7	6042083	6042267
chr7	6043320	6043423
chr7	6043602	6043689
chr7	6048627	6048680
chr7	6010555	6013173
chr7	6017218	6017388
chr7	6018226	6018327
chr7	6022454	6022622
chr7	6026389	6027251
chr7	6029430	6029586
chr7	6031603	6031688
chr7	6035164	6035264
chr7	6036956	6037054
chr7	6038738	6038857
chr7	6042083	6042267
chr7	6043320	6043423
chr7	6043602	6043689
chr7	6045522	6045662
chr7	6048627	6048680
chr7	6010555	6013173
chr7	6017218	6017388
chr7	6018226	6018327
chr7	6022454	6022622
chr7	6026389	6027251
chr7	6029430	6029586
chr7	6031603	6031688
chr7	6035164	6035264
chr7	6036956	6037054
chr7	6038738	6038857
chr7	6042083	6042267
chr7	6043320	6043423
chr7	6043602	6043689
chr7	6045522	6045657
chr7	6048627	6048680
chr7	6010555	6013173
chr7	6017218	6017388
chr7	6018226	6018327
chr7	6022454	6022622
chr7	6026389	6027251
chr7	6029430	6029586
chr7	6031603	6031688
chr7	6035164	6035264
chr7	6036956	6037054
chr7	6042083	6042267
chr7	6043320	6043423
chr7	6043602	6043689
chr7	6045522	6045657
chr7	6048627	6048680
chr7	6010555	6013173
chr7	6017218	6017421
chr7	6018226	6018327
chr7	6022454	6022622
chr7	6026389	6027251
chr7	6029430	6029586
chr7	6031603	6031688
chr7	6035164	6035264
chr7	6036956	6037054
chr7	6038738	6038906
chr7	6042083	6042267
chr7	6043320	6043423
chr7	6043602	6043689
chr7	6045522	6045662
chr7	6048627	6048680
chr7	6010555	6013173
chr7	6017218	6017388
chr7	6018226	6018327
chr7	6022454	6022622
chr7	6026389	6027251
chr7	6029430	6029586
chr7	6031603	6031688
chr7	6035164	6035264
chr7	6036956	6037054
chr7	6038738	6038906
chr7	6042083	6042442
chr7	6043320	6043423
chr7	6043602	6043689
chr7	6045522	6045657
chr7	6048627	6048680
chr7	6774935	6775020
chr7	6776706	6777567
chr7	6781315	6781483
chr7	6785718	6785819
chr7	6786666	6786836
chr7	6790879	6791232
chr7	6010555	6013173
chr7	6017218	6017345
chr7	6018226	6018327
chr7	6022454	6022622
chr7	6026389	6027251
chr7	6029430	6029586
chr7	6031603	6031688
chr7	6035164	6035264
chr7	6036956	6037054
chr7	6038738	6038906
chr7	6042083	6042267
chr7	6043320	6043423
chr7	6043602	6043689
chr7	6045522	6045662
chr7	6048627	6048737
chr19	41497186	41497381
chr19	41509905	41510068
chr19	41510201	41510351
chr19	41512809	41512970
chr19	41515123	41515300
chr19	41515898	41516040
chr19	41518202	41518390
chr19	41518578	41518720
chr19	41522550	41524303
chr19	41430169	41430348
chr19	41442001	41442164
chr19	41442296	41442446
chr19	41444873	41445034
chr19	41447200	41447377
chr19	41447969	41448111
chr19	41450235	41450423
chr19	41450615	41450757
chr19	41454957	41456565
chr10	89117500	89118188
chr10	89120237	89120937
chr10	89122894	89123023
chr10	89123995	89124135
chr10	89124577	89124960
chr10	89125445	89125562
chr10	89127090	89130452
chr10	89117500	89118188
chr10	89120237	89120937
chr10	89122894	89123023
chr10	89123995	89124135
chr10	89124577	89124960
chr10	89125445	89125562
chr10	89125895	89126952
chrX	13730363	13732624
chrX	13734122	13734208
chrX	13734652	13734797
chrX	13737989	13738101
chrX	13752162	13752304
chrX	13752643	13752739
chrX	13730363	13732624
chrX	13734122	13734208
chrX	13734652	13734797
chrX	13737989	13738101
chrX	13752168	13752304
chrX	13752643	13752739
chr19	57874918	57875071
chr19	57876182	57876773
chrX	13730363	13732624
chrX	13734122	13734208
chrX	13734652	13734797
chrX	13737989	13738101
chrX	13752643	13752739
chr19	57874918	57875071
chr19	57879911	57879947
chr19	57883149	57883276
chr19	57888495	57890933
