chr_name	begin	end	overlap_count	p-value	p-value_adjusted	mean	variance	standard_deviation	z-score
chr1	0	1000000	3	0.09612854958513460113	1	5.1565512271684375545	1.7745058245545682046	1.3321057857972722597	-1.6189038814794505217
chr1	100000	1100000	3	0.06448217449557308578	1	5.558394887089165869	2.0795351657513496306	1.4420593489005054228	-1.7741259325004950116
chr1	200000	1200000	3	0.06538797292718658005	1	5.5499841366296028948	2.0857342673241373151	1.4442071414184799395	-1.7656637081333390616
chr1	300000	1300000	4	0.17013878438226931467	1	5.973001725613940763	2.4159679365100666952	1.5543384240602387859	-1.269351445652402255
chr1	400000	1400000	3	0.04038065737387009496	1	6.045721124980375738	2.4861682212458996175	1.5767587707845165551	-1.9316341734791662207
chr1	500000	1500000	4	0.27844283710133238552	1	5.542663409357454177	2.880936780699966144	1.6973322540681203186	-0.9088753281274423365
chr1	600000	1600000	6	0.37733167426038161096	1	7.1455941187654488716	3.595224593676313865	1.8961077484352817931	-0.60418197210091219957
chr1	700000	1700000	5	0.44994740550550177405	1	5.8033740277102865046	3.1405431238741760038	1.7721577593076119824	-0.45333098788234713858
chr1	800000	1800000	5	0.40721242297879206573	1	4.232755327357423811	2.3388989028253028752	1.5293459068586487949	0.50168158112675387365
chr1	900000	1900000	5	0.38493434473730364642	1	4.148562259540937998	2.2738817205066925227	1.5079395612910659765	0.5646365161545858025
chr1	1000000	2000000	4	0.59663522268049340447	1	3.938124793952916031	2.0847067675523449843	1.4438513661566224332	0.042854276761041640258
chr1	1100000	2100000	4	0.5978070067757390582	1	4.2125962788471857786	2.303028273635926698	1.5175731526473202267	-0.14008964146230686623
chr1	1200000	2200000	4	0.63911377512931655254	1	4.056982708643238227	2.1597088291687551594	1.469594784002976502	-0.038774435826469845983
chr1	1300000	2300000	3	0.4301368889926985295	1	3.8339369902561971466	1.9894582815499399772	1.4104815778839296762	-0.59124273817691994174
chr1	1400000	2400000	3	0.4045841848179968503	1	3.9323340863492409006	2.0759152104981935813	1.4408036682692731058	-0.64709308206383337484
chr1	1500000	2500000	2	0.21181063869200114635	1	3.602363490033672544	1.8177244210711778084	1.3482301068701803057	-1.1884940722421966216
chr1	1600000	2600000	1	0.023073503539684365321	1	3.60254248620239542	1.5580475297386037893	1.2482177413170363159	-2.0850068061493547892
chr1	1700000	2700000	0	0.00041201168932604047192	1	3.3651362587954927526	1.6656995197523798768	1.2906198199905268295	-2.607379963233629023
chr1	1800000	2800000	0	0.00041201168932604047192	1	3.3651362587954927526	1.6656995197523798768	1.2906198199905268295	-2.607379963233629023
chr1	1900000	2900000	0	0.00034822268031271596611	1	3.5146819649947553992	1.783387469214095171	1.3354353107560452593	-2.631862387257791108
chr1	2000000	3000000	0	0.00041591498875359319068	1	3.388178770991005908	1.7363431799060928429	1.3177037527100288421	-2.5712750411636730833
chr1	2100000	3100000	0	0.00073486279624637143495	1	2.9359107193269569336	1.4800660158980571737	1.2165796381240552283	-2.413249924069155482
chr1	2200000	3200000	0	0.00073486279624637143495	1	2.9359107193269567116	1.4800660158980571108	1.2165796381240552025	-2.4132499240691553508
chr1	2300000	3300000	0	0.0005205465135150543583	1	3.2447628685199179574	1.7278457051422138275	1.3144754486646807765	-2.4684849548282802622
chr1	2400000	3400000	0	0.0005813963147182396162	1	3.1411494350019902397	1.6369194885864018732	1.279421544521742792	-2.4551325155120590547
chr1	2500000	3500000	0	0.0003767315530407801586	1	3.4581374584943433016	1.7949504274687488921	1.3397576002653423619	-2.5811665168456222838
chr1	2600000	3600000	0	0.0021214482072811533496	1	3.4543302387950632329	1.8590811658007859931	1.3634812671249964749	-2.5334636581247501703
chr1	2700000	3700000	0	0.107478166602070185354	1	2.0153079844327282456	1.6838876718351073684	1.2976469750417897723	-1.5530479577219580272
chr1	2800000	3800000	0	0.10216986554460746883	1	2.0646975602441225697	1.7308379174476721054	1.3156131336558145297	-1.5693804716792075788
chr1	2900000	3900000	0	0.14340271056634626423	1	1.752021216055540339	1.4644070415406695732	1.210126870018457847	-1.4477996146212479979
chr1	3000000	4000000	0	0.17142785443150829194	1	1.57889589044640302	1.3016000610011959842	1.1408768824904797694	-1.3839318814136619783
chr1	3100000	4100000	0	0.20934074314867825994	1	1.3548487972954546896	1.0345263777288681355	1.0171166981860381076	-1.3320485247285193058
chr1	3200000	4200000	0	0.09734922872029529162	1	2.0084749332189770457	1.5116762437167339895	1.2295024374586387901	-1.6335672643077158309
chr1	3300000	4300000	0	0.14591318552440249445	1	1.6502346691499010263	1.2318217211395482984	1.1098746420833067661	-1.4868658194156985192
chr1	3400000	4400000	0	0.12502302654942676341	1	1.783524664966055821	1.3289518558782541347	1.1528017417918200451	-1.547121764574966751
chr1	3500000	4500000	0	0.20284413259015857123	1	1.4302072414536643096	1.1584565303903449583	1.0763161851381521237	-1.3287984155604684013
chr1	3600000	4600000	0	0.14686607033943419043	1	1.6885646103390109048	1.3176518211722365269	1.1478901607611403022	-1.471015841114415915
chr1	3700000	4700000	0	0.11767721909128445179	1	1.7897105678132399988	1.2845820835255966069	1.1333940548307091799	-1.5790717801855439902
chr1	3800000	4800000	0	0.123791214673169669425	1	1.740320992001845379	1.2376318379130316592	1.1124890282214165096	-1.5643489039924919644
chr1	3900000	4900000	0	0.110564177479611058796	1	1.8471705550219684486	1.3330645718155633403	1.154584155363117453	-1.5998578764845704394
chr1	4000000	5000000	0	0.110564177479611058796	1	1.8471705550219684486	1.3330645718155633403	1.154584155363117453	-1.5998578764845704394
chr1	4100000	5100000	0	0.110564177479611058796	1	1.8471705550219684486	1.3330645718155633403	1.154584155363117453	-1.5998578764845704394
chr1	4200000	5200000	0	0.2059666117970506416	1	1.3272587322432384284	0.9717495014327058422	0.98577355484548571967	-1.3464134087582401491
chr1	4300000	5300000	0	0.24248018940575297164	1	1.1766749765220557951	0.8438412131986202203	0.9186083023784513022	-1.2809322248399245651
chr1	4400000	5400000	0	0.15815625955632961475	1	1.5569296922214713497	1.1457669156957069089	1.0704050241360542628	-1.4545239018081973917
chr1	4500000	5500000	0	0.17470047692070020395	1	1.4599555827442780101	1.0536495062120113103	1.0264743085981311156	-1.4223011433556069486
chr1	4600000	5600000	0	0.27493635819585721114	1	1.1526644218070193704	0.9205298821698392939	0.95944248507653615054	-1.2013898068262733011
chr1	4700000	5700000	0	0.34232448130895110072	1	0.97835029878814809914	0.8168844424560731663	0.9038165977985097649	-1.0824655147639303812
chr1	4800000	5800000	0	0.2653010525461247382	1	1.2247186532273636561	1.0470010474637969693	1.0232306912245141259	-1.196913524712326736
chr1	4900000	5900000	0	0.20838261512481642823	1	1.4532649625569333868	1.2520330963742620151	1.1189428476800153421	-1.2987839062290733823
chr1	5000000	6000000	1	0.49114529535726020315	1	1.6613344897837658827	1.4450064413135349349	1.2020842072473687294	-0.55015654127770631136
chr1	5100000	6100000	1	0.37863725174600154633	1	2.0291007901515559486	1.7593210627200260543	1.3263940073447354256	-0.77586357029136387715
chr1	5200000	6200000	1	0.40358831299609226884	1	1.9421017067838544072	1.688019184198981718	1.2992379243999082549	-0.7251186938827945232
chr1	5300000	6300000	1	0.3571305911869347427	1	2.1122370451585617795	1.8432630250001957266	1.3576682308282077964	-0.81922594924392718634
chr1	5400000	6400000	1	0.49871015154821463078	1	1.650008723139215054	1.4923122392734903922	1.2216023245203368522	-0.5320951917756390228
chr1	5500000	6500000	3	0.59122033902607395994	1	3.2866370755513750481	1.9328328964374434872	1.3902636068161474704	-0.20617462339232531903
chr1	5600000	6600000	3	0.5593257381455368771	1	3.4189126071530608476	1.8180625572742479832	1.3483555010731583703	-0.31068409393490634457
chr1	5700000	6700000	3	0.60704318988185379524	1	3.2636694655935130681	1.6757392485099368101	1.2945034756654525144	-0.20368386068486307531
chr1	5800000	6800000	3	0.59228078109992765565	1	3.3086630203798860245	1.6945364867592674081	1.3017436332701102971	-0.23711506051655779834
chr1	5900000	6900000	3	0.6779134589625442908	1	3.0411682474725312384	1.4573622441180662766	1.207212592759894249	-0.034101903607891954398
