chr_name	begin	end	overlap_count	p-value	p-value_adjusted	mean	variance	standard_deviation	z-score
chr1	0	40000	10	0.1352254934113147622	1	6.7835206745983466646	5.9955178201245173247	2.4485746507150884341
chr1	4000	44000	10	0.19177640978910576175	1	7.3190617804876912465	6.4588297010559261274	2.541422771019400095
chr1	8000	48000	10	0.17062384457737625465	1	7.1405480785245751246	6.2345663168476015753	2.4969113554244575094
chr1	12000	52000	9	0.33335566981129466368	1	7.4975754824508062165	6.5518048321460120283	2.5596493572647820835
chr1	16000	56000	9	0.30707761847601766636	1	7.3190617804876905664	6.365942069113739799	2.5230818593762945525
chr1	20000	60000	10	0.1703439602680602849	1	7.140548078524577263	6.218839681454386799	2.493760149143134174
chr1	24000	64000	9	0.3598366455618047799	1	7.6760891844139209324	6.732654344471531276	2.5947358910824683924
chr1	28000	68000	8	0.45243735377212318527	1	7.3190617804876923827	6.4222715968276378505	2.534220116096397387
chr1	32000	72000	8	0.42420901214963380177	1	7.140548078524578035	6.2787398470404619214	2.505741376726748694
chr1	36000	76000	8	0.3672834936503858172	1	6.7835206745983478104	5.917898852911974052	2.4326731907331847875
chr1	40000	80000	7	0.46748370454509147187	1	6.4264932706721189563	5.499103837613514943	2.3450168096654477805
chr1	44000	84000	8	0.36692946660020242522	1	6.7835206745983473407	5.8591614158048358897	2.4205704732159392118
chr1	48000	88000	9	0.2557029764771120428	1	6.9620343765614629687	5.9937376217654806435	2.4482111064541555673
chr1	52000	92000	8	0.28246383060799262754	1	6.247979568709004209	5.362534578616421096	2.315714701472619035
chr1	56000	96000	7	0.43681173517375931903	1	6.2479795687090050552	5.362610289779508287	2.315731048671133633
chr1	60000	100000	7	0.52715300475231074984	1	6.7835206745983492376	5.8259284378662531028	2.4136960119008882978
chr1	64000	104000	8	0.25526763183098777343	1	6.0694658667458908736	5.1940768814701772657	2.2790517505028658884
chr1	68000	108000	8	0.28252097414256271968	1	6.247979568709006158	5.3667079418110335575	2.3166156223704944957
chr1	72000	112000	8	0.33843359777443887682	1	6.6050069726352346657	5.692568819616174933	2.3859104802184374775
chr1	76000	116000	7	0.51863879745103735885	1	6.731183156518861504	5.7675581910713413793	2.4015741069288995353
chr1	80000	120000	7	0.52616930200883338387	1	6.7835206745983490863	5.9345986493116041722	2.4361031688562789956
chr1	84000	124000	8	0.33865092439571969907	1	6.6050069726352345443	5.722783130574089792	2.3922339205383092702
chr1	88000	128000	7	0.49718762711547970223	1	6.6050069726352327905	5.7229618904162185486	2.3922712827804915462
chr1	92000	132000	7	0.52671290620798760784	1	6.7835206745983502455	5.870457219042171949	2.422902643327249323
chr1	96000	136000	7	0.5266943820711994517	1	6.7835206745983492155	5.8727142404207086754	2.4233683666377896903
chr1	100000	140000	6	0.5779713650713943496	1	6.0694658667458917314	5.2627495526210181934	2.2940683408784966258
chr1	104000	144000	6	0.6362033595309430911	1	6.426493270672120785	5.5371005542663258403	2.353104450351986785
chr1	108000	148000	5	0.8239821435747706202	1	6.78352067459834971	5.9495159936145129973	2.439162969876041923
chr1	112000	152000	5	0.83941589295303875584	1	6.962034376561463442	6.169648619937346278	2.483877738524452068
chr1	116000	156000	5	0.8187237548188809333	1	6.7504327101512081833	6.0054397040729955064	2.4505998661701170317
chr1	120000	160000	5	0.7180446557921317252	1	5.8909521647827773195	5.1381874993095514956	2.2667570446145196652
