chr_name	begin	end	overlap_count	p-value	p-value_adjusted	mean	variance	standard_deviation	z-score
chr1	0	1000000	3	0.10514274366788506354	1	5.090162854214171586	1.7566307719387692147	1.3253794822384905226	-1.5770297354264195107
chr1	100000	1100000	3	0.07152241395736211316	1	5.481712931552680571	2.0560825082443466376	1.4339046370816807696	-1.7307377822583278089
chr1	200000	1200000	3	0.07249431795243749255	1	5.473275463561644855	2.0615176734327414858	1.435798618690219205	-1.7225782441675872046
chr1	300000	1300000	4	0.18489081146628741359	1	5.8853271369702116	2.3855102966075019363	1.5445097269384553592	-1.2206638158940755678
chr1	400000	1400000	3	0.045557453623210529547	1	5.955612844986916295	2.4542049653835507255	1.5665902353147586007	-1.8866534326336305171
chr1	500000	1500000	4	0.29927008102677066237	1	5.4398417598582616945	2.8407263715497509443	1.6854454519650735183	-0.85427965537510535657
chr1	600000	1600000	6	0.40504331970110557526	1	7.010567746130136923	3.5588193945144437074	1.8864833406405802945	-0.5356886670342847126
chr1	700000	1700000	5	0.4751900983710233839	1	5.6925050021876395286	3.0940579123321317312	1.7589934372623826623	-0.39369390898093559666
chr1	800000	1800000	5	0.81826491228801456757	1	4.1529690687679866215	2.2980849068693237518	1.5159435698169387175	0.55874832552922703026
chr1	900000	1900000	5	0.8341649694402329951	1	4.0709339027990997482	2.2342221578446515523	1.494731466800860372	0.6215605396930320906
chr1	1000000	2000000	4	0.6897798589543007175	1	3.866399328618640673	2.0497614968321367685	1.4316988149859371761	0.09331618492865178215
chr1	1100000	2100000	4	0.6185276509922674748	1	4.1336932954096560515	2.2638366463205089152	1.5046051463159724668	-0.088856066813944009226
chr1	1200000	2200000	4	0.6587079855833161135	1	3.9825187767828341301	2.1242654807863550785	1.4574860139247838005	0.011994093288134989939
chr1	1300000	2300000	3	0.44979370292497339312	1	3.765186188710329102	1.9570764207535431425	1.3989554749003068763	-0.54696965160013989374
chr1	1400000	2400000	3	0.42427419468577987072	1	3.8608523980386405241	2.0414514201224609354	1.4287936940378974585	-0.60250293770949915324
chr1	1500000	2500000	2	0.22551719907905218299	1	3.5394627737525881767	1.7881993860499429386	1.3372357256856185783	-1.1512276737620699565
chr1	1600000	2600000	1	0.0257836063933198599	1	3.5469105698098784476	1.5351924277681917558	1.2390288244299209021	-2.0555700719728743839
chr1	1700000	2700000	0	0.00051734570512967925637	1	3.3065474163507724299	1.6401108660028439304	1.2806681326568737302	-2.581892476305325202
chr1	1800000	2800000	0	0.00051734570512967925637	1	3.3065474163507724299	1.6401108660028439304	1.2806681326568737302	-2.581892476305325202
chr1	1900000	2900000	0	0.0004394150564241196288	1	3.452196800984868755	1.7555489648096480396	1.3249713071646676378	-2.6054879696770891703
chr1	2000000	3000000	0	0.0005221746731946234508	1	3.3280044865649705491	1.7070628715058726899	1.3065461612610067631	-2.5471771187578730287
chr1	2100000	3100000	0	0.0009073977697285400207	1	2.8866962555694051693	1.4532942776740869988	1.2055265561878290696	-2.3945521902875764268
chr1	2200000	3200000	0	0.0009073977697285400207	1	2.8866962555694061254	1.4532942776740874459	1.2055265561878292551	-2.3945521902875768513
chr1	2300000	3300000	0	0.00064931066665458835995	1	3.1874119246898662864	1.6960633729609465604	1.3023299785234718156	-2.4474687500502928423
chr1	2400000	3400000	0	0.00072284768158918796203	1	3.0866700955319670123	1.6073187983778584148	1.2678007723526036781	-2.4346649432971754006
chr1	2500000	3500000	0	0.00047436746492630319253	1	3.3971122797717436808	1.7654940852417279139	1.3287189639806184063	-2.556682317225733717
chr1	2600000	3600000	0	0.0025401018244745081007	1	3.389411090838687022	1.831629132566882061	1.3533769366170246885	-2.5044102637887749989
chr1	2700000	3700000	0	0.114781099042518486275	1	1.9620763838477455486	1.6479750756957303323	1.2837348151763004719	-1.5284125355580433466
chr1	2800000	3800000	0	0.109278252634621125816	1	2.0100184793129476414	1.6936187266433377216	1.3013910736759099661	-1.5445153420604371465
chr1	2900000	3900000	0	0.15185214737324159717	1	1.7058645940163987626	1.4332629402033633481	1.1971896007748160139	-1.4248909219662202697
chr1	3000000	4000000	0	0.18056215797705968407	1	1.537763647920071027	1.2748911231341208672	1.1291107665477824445	-1.3619245281149260424
chr1	3100000	4100000	0	0.21918534936846259531	1	1.3202278347861109753	1.0151328311719570172	1.0075380048275881376	-1.3103504070916222454
chr1	3200000	4200000	0	0.10424019407075749144	1	1.9575164430324303382	1.4844458579093443434	1.2183783722265199268	-1.6066572484007377438
chr1	3300000	4300000	0	0.15439669498172040041	1	1.6085787424612272427	1.2099088665687769176	1.0999585749330639759	-1.462399384048726056
chr1	3400000	4400000	0	0.13288864246399770264	1	1.7385471718152445722	1.3055659019756897177	1.1426136275993253345	-1.5215529815340976347
chr1	3500000	4500000	0	0.21259802748578210396	1	1.392377651453660953	1.1342955058431221925	1.0650331008204027611	-1.3073562224320561478
chr1	3600000	4600000	0	0.1553910772514019989	1	1.6447366208008414076	1.2920920117273211273	1.1367022528909323523	-1.4469370643172776658
chr1	3700000	4700000	0	0.12531401302205821824	1	1.7454725981155987134	1.2631171051616896059	1.1238848273562952615	-1.553070702290250762
chr1	3800000	4800000	0	0.1316243606876939809	1	1.6975305026503965921	1.2174734542140820523	1.1033917954263037079	-1.5384657650046626747
chr1	3900000	4900000	0	0.11795336002060786973	1	1.8013942600556325615	1.3105495315169840663	1.1447923530129750418	-1.5735554621015324109
chr1	4000000	5000000	0	0.11795336002060786973	1	1.8013942600556325615	1.3105495315169840663	1.1447923530129750418	-1.5735554621015324109
chr1	4100000	5100000	0	0.11795336002060786973	1	1.8013942600556325615	1.3105495315169840663	1.1447923530129750418	-1.5735554621015324109
chr1	4200000	5200000	0	0.21576623692214566552	1	1.2941505088952920914	0.95436969701106291297	0.9769184699917710702	-1.3247272404484206127
chr1	4300000	5300000	0	0.25280081094547818266	1	1.1476534550099737538	0.82933402992282271156	0.9106777860049199155	-1.2602190068176029746
chr1	4400000	5400000	0	0.1669759106636122814	1	1.5179288373360694511	1.125226356668552481	1.0607668719697803991	-1.4309730794263651236
chr1	4500000	5500000	0	0.18389201430511217805	1	1.4237974592602867039	1.0356716037088680879	1.0176795191556466063	-1.3990627033956525386
chr1	4600000	5600000	0	0.28557813634959955396	1	1.1223637547845063731	0.9019922913540275637	0.94973274733159936654	-1.1817679846650932191
chr1	4700000	5700000	0	0.35331160514404480466	1	0.9519916799349578906	0.7989092461594427063	0.89381723308484196304	-1.0650853940792098769
chr1	4800000	5800000	0	0.27590748338954934615	1	1.1912458672358030027	1.0228333791747462569	1.0113522527659422072	-1.1778743400015876278
chr1	4900000	5900000	0	0.21827343415518096759	1	1.4133561435821506508	1.2227062900320094927	1.1057605030168194124	-1.2781756444782803818
chr1	5000000	6000000	1	0.5069344266860352777	1	1.6154553457216622704	1.4105611946717431127	1.1876704907808996803	-0.5182037867397017661
chr1	5100000	6100000	1	0.39485218383322906455	1	1.9731911552801351032	1.717682327545149202	1.3106038026593502914	-0.74255175614890623243
chr1	5200000	6200000	1	0.41983312742601369694	1	1.8884880898693141409	1.6478350489165277507	1.2836802751918126091	-0.6921412652668147596
chr1	5300000	6300000	1	0.37328626232937411888	1	2.053800637267717173	1.7990869334711418607	1.3413004635319939606	-0.7856559107515591556
chr1	5400000	6400000	1	0.5144845289305840508	1	1.6033812321112890192	1.4543325404442951966	1.205957105557364008	-0.5003339085036701257
chr1	5500000	6500000	3	0.61076269658778392646	1	3.2179597986027606669	1.9015334497275966534	1.3789610037008286093	-0.15806088643391975287
chr1	5600000	6600000	3	0.5776446822600203035	1	3.3582588200733173118	1.780930257650360287	1.3345149896686662121	-0.26845619782979426908
chr1	5700000	6700000	3	0.62437333411306983333	1	3.2074343075238987547	1.6423034088521316872	1.2815238619909235569	-0.16186534927382250833
chr1	5800000	6800000	3	0.6099132469632965181	1	3.2516092467098841655	1.6616402888057979692	1.2890462710103923842	-0.1951902366644026183
chr1	5900000	6900000	3	0.69331120752104891114	1	2.991582195385036634	1.430289278614444628	1.1959470216587541751	0.0070386099572270703533
chr1	6000000	7000000	2	0.43256903428583604043	1	2.789482993245526484	1.242434373974711315	1.1146454027962037556	-0.70828174706056868206
chr1	6100000	7100000	2	0.52972102670655762946	1	2.5325306581965965347	1.0259394068766328268	1.0128866703025728074	-0.52575542142095446944
chr1	6200000	7200000	2	0.4592800796316007239	1	2.715883119195663593	1.1848504148467922831	1.0885083439490908574	-0.65767352466812618964
chr1	6300000	7300000	2	0.52135523632497804414	1	2.550570571797259974	1.0335985302921778105	1.016660479359839093	-0.5415481205130919517
chr1	6400000	7400000	2	0.56914000320954127865	1	2.4337314240593653307	0.9242797954921794972	0.96139471368017179106	-0.45114812666179817177
chr1	6500000	7500000	1	0.35331156451177941902	1	1.9506424616424010471	0.79603249868171843966	0.89220653364662065766	-1.0654959651068026257
chr1	6600000	7600000	0	0.17090201609318872444	1	1.5971696786529112122	1.3080434490757454213	1.143697271604573437	-1.396496886288912278
chr1	6700000	7700000	0	0.11382651425130482781	1	1.9659702569602820569	1.6124836167085068185	1.2698360589889179937	-1.5482079304990340544
chr1	6800000	7800000	0	0.14528404790098392585	1	1.7423040610330094541	1.4254139263967602982	1.1939070007319499331	-1.4593297970150548633
chr1	6900000	7900000	1	0.4028407821576345249	1	1.9196055387827041382	1.5772125480731420359	1.255871230689333864	-0.7322450871638669538
chr1	7000000	8000000	1	0.3442685808884496379	1	2.1353578190695433581	1.7767355576678246647	1.3329424434940259882	-0.85176807491660597773
chr1	7100000	8100000	1	0.37090377050559936167	1	2.0345743445599995174	1.6861093918924968447	1.2985027500519576661	-0.7967440535020835003
chr1	7200000	8200000	1	0.25649002788531805042	1	2.424874315667321046	1.7864301007839437505	1.3365740162011020295	-1.0660646536562126917
chr1	7300000	8300000	1	0.1899456022560768731	1	2.7791878361724166248	2.076020125815351987	1.4408400764190840576	-1.2348267273313408514
chr1	7400000	8400000	1	0.14352615479741043236	1	3.0848649253251452193	2.2882587321351938946	1.5126991545364180228	-1.3782416147142444805
chr1	7500000	8500000	1	0.18359453635255609805	1	2.8127803506826824802	2.0902041732511023782	1.445753842551041736	-1.2538651444868513476
chr1	7600000	8600000	1	0.28180635525712305345	1	2.3146966311233258722	1.7040972136160897003	1.3054107451741347223	-1.0071133824993546097
chr1	7700000	8700000	2	0.45485650964621582304	1	2.7138961129157221346	1.5778330137698400433	1.2561182324008516848	-0.56833512523039633914
chr1	7800000	8800000	2	0.411380818273500648	1	2.8633450326447028994	1.7089452542222099894	1.3072663287265567713	-0.66042015591858047404
chr1	7900000	8900000	1	0.17628546401876257765	1	2.620096572468271571	1.4955486546102838274	1.2229262670375037076	-1.3247704429416657281
chr1	8000000	9000000	1	0.19019473403044043214	1	2.5315524564648170698	1.4070518922386370123	1.1861921818316950162	-1.2911503548268404532
chr1	8100000	9100000	1	0.1773200772469091524	1	2.6103944003566613662	1.4796777840138363391	1.216420068896364575	-1.3238801640437767635
chr1	8200000	9200000	1	0.2781454186234950665	1	2.2344192849846976974	1.3611209749067787996	1.1666708940000083843	-1.0580698390035337816
chr1	8300000	9300000	1	0.38233599971931564454	1	1.8801057644796020414	1.0715309498753704634	1.0351477913203362786	-0.8502223275354939003
chr1	8400000	9400000	1	0.5082074957189649522	1	1.5744286753268733253	0.8592923435555284937	0.9269802282441241442	-0.6196773758755889195
chr1	8500000	9500000	1	0.47357891188452938547	1	1.6585236852727390743	0.93631538280359884625	0.9676339094944941243	-0.6805504424878633301
chr1	8600000	9600000	2	0.7212491234097561099	1	1.9590968563487088419	1.0574859659172635737	1.0283413664329873556	0.039775841939697601863
chr1	8700000	9700000	1	0.63313037178223274815	1	1.2634982070667177115	0.94133620044127284395	0.97022481953476785087	-0.271584690229907374
chr1	8800000	9800000	1	0.72343976111493191183	1	1.0542863567781799297	0.75403263729841213994	0.86835052674505365327	-0.062516639428628248564
chr1	8900000	9900000	1	0.32821883402576618183	1	2.044458027517518915	1.2588523969948015406	1.1219859165759619911	-0.9309011923295436543
chr1	9000000	10000000	1	0.3644665436984598772	1	1.9172498632341341096	1.1478261497717656323	1.0713664871423623321	-0.85614948221938425504
chr1	9100000	10100000	2	0.57817474783259503734	1	2.3224438896886905757	1.4294182035359693593	1.1955827882400989798	-0.26969599500786460173
chr1	9200000	10200000	2	0.568125306510225081	1	2.3456981699016662196	1.3442103739617375902	1.1594008685358733982	-0.2981696661468128445
chr1	9300000	10300000	2	0.4936478476846846153	1	2.5703828431736555544	1.5184118448303853744	1.2322385502938890665	-0.46288345956845707073
chr1	9400000	10400000	2	0.29042779083580050337	1	3.2780872672418679065	1.8597889929670879589	1.3637408085729076543	-0.9371922136577607743
chr1	9500000	10500000	2	0.2533665516850797661	1	3.4521760193629968032	1.9742908607909447951	1.4050946091957455073	-1.0335076441537271068
chr1	9600000	10600000	1	0.09526519673596815785	1	3.2559662749575509894	1.9364478546612695286	1.3915630976212575351	-1.6211742599483322348
chr1	9700000	10700000	1	0.060070707546824919643	1	3.6456013402152274627	2.085073008082925916	1.443978188229630398	-1.8321615671070700916
chr1	9800000	10800000	1	0.055849069960836494886	1	3.725900988382445267	2.1589246227543645747	1.4693279493545219344	-1.8552025703859630747
chr1	9900000	10900000	1	0.14791381154695729117	1	2.8722560317078066144	1.7719920334693706185	1.331161911064679847	-1.4064825744678594073
chr1	10000000	11000000	1	0.12187185521461109394	1	3.0885822011457910669	1.9554750673313144587	1.3983830188225665302	-1.4935694820610520317
chr1	10100000	11100000	0	0.016691045086982634477	1	3.320527818187514349	2.2620756870286930133	1.5040198426313041876	-2.2077686238355762143
chr1	10200000	11200000	0	0.025970855886566546894	1	2.9409692521153678747	1.9820973452071798674	1.4078697898623934418	-2.0889497546522544963
chr1	10300000	11300000	0	0.027086396203743198091	1	2.90766671063318802	1.9626508857599289845	1.4009464250141505624	-2.075501717065175068
chr1	10400000	11400000	0	0.07533316949395831019	1	2.1999622865649764427	1.6212737376232267372	1.2732924792141147085	-1.727774507804215584
chr1	10500000	11500000	0	0.039018103206622203882	1	2.695527872378062669	1.8912922146338618799	1.3752426021011208769	-1.9600380821971234275
chr1	10600000	11600000	0	0.049862678659002977744	1	2.4780390461851572578	1.7211047779597249477	1.3119088298962412836	-1.8888805301974719363
chr1	10700000	11700000	0	0.09078080552215352095	1	2.0653171559007194548	1.5483374794627902468	1.2443220963491688501	-1.6597930406928749318
chr1	10800000	11800000	0	0.0987069379078145126	1	1.9850175077335028995	1.4744858647913520008	1.2142840955852761233	-1.6347224796489975141
chr1	10900000	11900000	0	0.11431382940920639668	1	1.8484907936688029046	1.3565986943799568027	1.1647311682873249197	-1.5870536000053214481
chr1	11000000	12000000	1	0.30527124337583277924	1	2.1758651853411320996	1.4868934593636761633	1.2193824089938628286	-0.96431207853110028597
chr1	11100000	12100000	1	0.47051556110004233435	1	1.6391979364875124356	1.0689695551365840864	1.0339098389785175491	-0.61823373024385505566
chr1	11200000	12200000	1	0.47051556110004233435	1	1.6391979364875124356	1.0689695551365840864	1.0339098389785175491	-0.61823373024385505566
chr1	11300000	12300000	1	0.54383637867207701433	1	1.4478158046977021279	0.91421454371518660474	0.95614567076109621674	-0.46835520819880798165
chr1	11400000	12400000	1	0.54383637867207701433	1	1.4478158046977021279	0.91421454371518660474	0.95614567076109621674	-0.46835520819880798165
chr1	11500000	12500000	1	0.89521739418061774263	1	0.69406645681761975166	0.4526711596326237567	0.67280841227843142706	0.45471123368739086254
chr1	11600000	12600000	1	0.89521739418061774263	1	0.69406645681761975166	0.4526711596326237567	0.67280841227843142706	0.45471123368739086254
chr1	11700000	12700000	1	0.9355934321453738267	1	0.60972972219522934747	0.37544710981700085106	0.61273739058180613944	0.63692910503503203686
chr1	11800000	12800000	1	0.7609063004976629463	1	0.9746130293830113332	0.607190589140487448	0.77922435096734974145	0.03257979628777335983
chr1	11900000	12900000	4	0.99172898595402891875	1	2.199726432061749779	0.81002759233465862677	0.90001532894426783025	2.0002698954583356904
chr1	12000000	13000000	3	0.990727420875882836	1	1.6609592712237148196	0.4913407390046022996	0.700957016517134451	1.9103036237936754807
chr1	12100000	13100000	3	0.996204934449922197	1	1.5949308479942660398	0.42967069017835300587	0.6554927079520816499	2.1435313237816345695
chr1	12200000	13200000	4	0.99620565798003390956	1	2.5947401977663902132	0.42986130405870303563	0.6556380892372735201	2.1433468026062932812
chr1	12300000	13300000	4	0.9962050599357684666	1	2.5948977824662419192	0.4297037546130321819	0.6555179285214342495	2.143499294829452986
chr1	12400000	13400000	5	0.9962082643368577184	1	3.5940533946668749101	0.4305474294216270742	0.65616113068485478084	2.1426849893801192264
chr1	12500000	13500000	5	0.99620506053869861685	1	3.5948976235887350088	0.4297039134904965453	0.6555180497061057626	2.1434991409332314137
chr1	12600000	13600000	5	0.99620506053869861685	1	3.5948976235887350088	0.4297039134904965453	0.6555180497061057626	2.1434991409332314137
chr1	12700000	13700000	7	0.9977341203331524522	1	5.185285991403604273	0.6849156521776391858	0.8275963099105983724	2.1927526583491308506
chr1	12800000	13800000	7	0.9999999999999835687	1	5.2125397454853917966	0.21514432395497494028	0.46383652718924039076	3.8536427162092461724
chr1	12900000	13900000	5	0.7337182769295612639	1	5.2843979216548948815	0.29381351175856780433	0.5420456731296430193	-0.5246751994400191523
chr1	13000000	14000000	4	0.017697720483810325254	1	5.362074587403443284	0.38217507764563263912	0.6182031038790024056	-2.2032800852291334886
chr1	13100000	14100000	4	0.67111728938325143634	1	4.3712301275771423006	0.37310336138782323396	0.6108218736979081318	-0.60775513052556494293
chr1	13200000	14200000	3	0.08443005616330055696	1	4.5193649039644469734	0.7292797156645688902	0.8539787559796607084	-1.7791600708163679763
chr1	13300000	14300000	3	0.46248738197303101982	1	3.6876092533632396074	0.58934152737041091977	0.7676858259538278852	-0.8956909586143584122
chr1	13400000	14400000	2	0.008040958170038411262	1	3.6874268870657615842	0.5895238603524750451	0.76780457171892057253	-2.1977296687463566982
chr1	13500000	14500000	2	0.3385550102458136923	1	2.9602701667998098623	0.78765823597529092883	0.88750111885861356856	-1.0819931900872217585
