chr_name	begin	end	overlap_count	p-value	p-value_adjusted	mean	variance	standard_deviation	z-score
chr1	0	10000000	3	0.43040866027966762086	1	2.372947082622985272	1.9499551448362477066	1.3964079435595630077	0.4490470856092406159
chr1	100000	10100000	3	0.43629151040842473197	1	2.3935775900046394596	1.9703435243864529479	1.4036892549230591541	0.43202041183153500476
chr1	200000	10200000	3	0.43871804744046516422	1	2.4020732922263342839	1.9783833053652269109	1.4065501432104107218	0.42510159389619413156
chr1	300000	10300000	3	0.44135303857148622253	1	2.4113727169613743792	1.9875962507998643289	1.4098213542147332394	0.41751905748830812575
chr1	400000	10400000	3	0.41591049983891409392	1	2.3259275788156668684	1.9666646322779425972	1.4023782058624351701	0.48066378838923254338
chr1	500000	10500000	3	0.35853643145047664476	1	2.13018554964069362	1.8135063472640295071	1.3466648979104005394	0.6459026679235378056
chr1	600000	10600000	3	0.30472288345256620667	1	1.9434027391459585072	1.7145540735964966481	1.3094098188101755059	0.806926330989439354
chr1	700000	10700000	3	0.2643846064907744986	1	1.8034594917780260733	1.5914954028786302929	1.2615448477476455902	0.9484724307330571629
chr1	800000	10800000	3	0.24175833670471658099	1	1.7245419766312437403	1.5152670552327513534	1.2309618415014948599	1.0361474908214751223
chr1	900000	10900000	3	0.24059206817976833137	1	1.7204635049822803226	1.5112079198977956474	1.2293119701271096171	1.0408558007333296324
chr1	1000000	11000000	3	0.23719439895565228027	1	1.708566598136858034	1.4994462846533894421	1.2245187971825460884	1.0546456329086637379
chr1	1100000	11100000	3	0.23957862913248301195	1	1.716913887719408305	1.5077465016157821111	1.2279032948957267584	1.0449406867904455357
chr1	1200000	11200000	3	0.23793007896417775471	1	1.7111439801808736669	1.5019935166237582196	1.2255584509209498408	1.0516479396397710207
chr1	1300000	11300000	3	0.23530832976479934548	1	1.7019561861734009919	1.4928957935789440505	1.221841149077466637	1.0623670800469177872
chr1	1400000	11400000	3	0.23452528291541835381	1	1.699211241847149888	1.4901583839720469008	1.2207204364521988705	1.0655910389551232579
chr1	1500000	11500000	3	0.238841755395932831	1	1.71435744066100547	1.5048301787501473233	1.2267151987116436324	1.048036708674710558
chr1	1600000	11600000	2	0.49854408770171615428	1	1.6370622020167344108	1.4447529493368785988	1.2019787640956385045	0.30195025804498116582
chr1	1700000	11700000	1	0.5870994960271038732	1	1.3992176196665603739	1.265015416588456172	1.124729041408843578	-0.3549455957556653385
chr1	1800000	11800000	1	0.5870994960271038732	1	1.3992176196665603739	1.265015416588456172	1.124729041408843578	-0.3549455957556653385
chr1	1900000	11900000	1	0.58928936155172106925	1	1.3931392918473487327	1.2589571812420933427	1.1220326114877826236	-0.35038134170276696408
chr1	2000000	12000000	1	0.58444853759501103063	1	1.4065487764237449755	1.2720750894405259758	1.1278630632486046512	-0.36045934091746482415
chr1	2100000	12100000	1	0.59339038221058626466	1	1.3817784416980106373	1.2475550537617441226	1.1169400403610500536	-0.34180746316033314952
chr1	2200000	12200000	1	0.59339038221058626466	1	1.3817784416980106373	1.2475550537617441226	1.1169400403610500536	-0.34180746316033314952
chr1	2300000	12300000	1	0.59626499621755868485	1	1.373858858980639282	1.239698190834790184	1.113417348003339754	-0.33577603191747455385
chr1	2400000	12400000	1	0.59862007589045196365	1	1.3673824791652938706	1.2332466410018964255	1.1105163848417079638	-0.33082130455703294145
chr1	2500000	12500000	1	0.6009630558369464248	1	1.3609569529541708634	1.2268624021778632979	1.1076382090637101608	-0.3258798315194352481
chr1	2600000	12600000	1	0.62295243525520049843	1	1.303075054636801595	1.183443486675244378	1.0878618876839303897	-0.27859699661144635962
chr1	2700000	12700000	1	0.67557403704491991725	1	1.1651559740587166102	1.0577071217838157728	1.0284488911870223669	-0.16058743946730860659
chr1	2800000	12800000	1	0.66923111476749341797	1	1.1816816428692795771	1.0739596928647421812	1.0363202655862434602	-0.17531418510522206435
chr1	2900000	12900000	1	0.6026042983861678026	1	1.3558280957411669962	1.2167212617856207654	1.1030508881214958549	-0.32258538529182908291
chr1	3000000	13000000	1	0.51791507847089734984	1	1.5765640141412920966	1.3054519024167402086	1.1425637410738799603	-0.5046230625167463325
chr1	3100000	13100000	1	0.4845679515823877459	1	1.6620595143277819159	1.3042090318451311302	1.1420197160492156452	-0.5797268690055174879
